"date","w.temp","a.temp"
"2015-03-31",3.86,1.9
"2015-04-01",4.47,2.5
"2015-04-02",4.87,6.4
"2015-04-03",5.27,5.9
"2015-04-04",4.61,1.2
"2015-04-05",4.33,0.9
"2015-04-06",4.83,5.6
"2015-04-07",5.22,5
"2015-04-08",4.84,2
"2015-04-09",5,8.6
"2015-04-10",6.18,9.4
"2015-04-11",6.81,6.2
"2015-04-12",7.66,8
"2015-04-13",8.89,13.1
"2015-04-14",9.43,9.2
"2015-04-15",9.85,8.1
"2015-04-16",10.28,NA
"2015-04-17",11.46,13.8
"2015-04-18",12.81,12.6
"2015-04-19",12.09,8.9
"2015-04-20",11.72,11.7
"2015-04-21",10.79,7.1
"2015-04-22",9.5,2.2
"2015-04-23",7.85,-1
"2015-04-24",8.16,2.1
"2015-04-25",9.26,4.6
"2015-04-26",10,6.2
"2015-04-27",9.75,6.3
"2015-04-28",10.4,8.2
"2015-04-29",12.02,10.1
"2015-04-30",11.86,7.4
"2015-05-01",12.49,12.7
"2015-05-02",14.01,12.5
"2015-05-03",15.06,15.1
"2015-05-04",15.04,15.2
"2015-05-05",13.76,11.3
"2015-05-06",14.04,15.7
"2015-05-07",16.71,18.3
"2015-05-08",18.63,21.4
"2015-05-09",19.88,21.4
"2015-05-10",20.39,20.7
"2015-05-11",20.96,22.2
"2015-05-12",18,12.2
"2015-05-13",13.96,7.3
"2015-05-14",14.11,8.5
"2015-05-15",15.48,14.1
"2015-05-16",16.32,17.6
"2015-05-17",18.14,19.8
"2015-05-18",20.37,23.3
"2015-05-19",18.87,12.1
"2015-05-20",16.11,8.1
"2015-05-21",16.57,13.3
"2015-05-22",16.62,7.9
"2015-05-23",16.57,9.3
"2015-05-24",17.58,16.8
"2015-05-25",19.01,21.6
"2015-05-26",20.79,21.9
"2015-05-27",21.69,20.1
"2015-05-28",21.64,18.4
"2015-05-29",21.64,20.1
"2015-05-30",21.75,19.7
"2015-05-31",17.31,9.6
"2015-06-01",16.48,11.1
"2015-06-02",16.17,13.6
"2015-06-03",17.4,15.5
"2015-06-04",18.65,16.6
"2015-06-05",19.44,20.6
"2015-06-06",19.34,15.6
"2015-06-07",18.76,15.9
"2015-06-08",19.03,19.1
"2015-06-09",18.62,17.5
"2015-06-10",17.92,21.6
"2015-06-11",18.59,16.8
"2015-06-12",18.67,18.9
"2015-06-13",18.57,17.6
"2015-06-14",18.86,20.9
"2015-06-15",19.63,23.8
"2015-06-16",20.67,18.8
"2015-06-17",20.91,17.4
"2015-06-18",20.56,20.8
"2015-06-19",20.89,18.5
"2015-06-20",20.7,17.5
"2015-06-21",21.73,21.7
"2015-06-22",22.39,20.6
"2015-06-23",22.59,18.7
"2015-06-24",NA,17.9
"2015-06-25",NA,19.2
"2015-06-26",NA,18.8
"2015-06-27",NA,15.5
"2015-06-28",NA,14.5
"2015-06-29",NA,18.4
"2015-06-30",NA,17.3
"2015-07-01",NA,17.5
"2015-07-02",NA,16.6
"2015-07-03",NA,16
"2015-07-04",NA,17.8
"2015-07-05",NA,20.1
"2015-07-06",NA,21.4
"2015-07-07",NA,19.3
"2015-07-08",NA,16.6
"2015-07-09",NA,17.6
"2015-07-10",NA,17.8
"2015-07-11",NA,19.8
"2015-07-12",NA,19.9
"2015-07-13",NA,20.5
"2015-07-14",NA,21.5
"2015-07-15",NA,17.7
"2015-07-16",NA,17.5
"2015-07-17",NA,20.7
"2015-07-18",NA,25.7
"2015-07-19",NA,23.5
"2015-07-20",NA,21.1
"2015-07-21",NA,20.6
"2015-07-22",NA,17.9
"2015-07-23",NA,19.3
"2015-07-24",NA,20.7
"2015-07-25",NA,23.5
"2015-07-26",NA,21.1
"2015-07-27",NA,23.2
"2015-07-28",NA,23.6
"2015-07-29",NA,23.9
"2015-07-30",NA,23
"2015-07-31",NA,22
"2015-08-01",NA,21.1
"2015-08-02",NA,21
"2015-08-03",NA,20.8
"2015-08-04",NA,20.1
"2015-08-05",NA,16.4
"2015-08-06",NA,16.7
"2015-08-07",NA,19.2
"2015-08-08",NA,17.6
"2015-08-09",NA,20.3
"2015-08-10",NA,19.8
"2015-08-11",NA,19.3
"2015-08-12",NA,17.3
"2015-08-13",NA,18.4
"2015-08-14",NA,22.1
"2015-08-15",NA,22.9
"2015-08-16",NA,22.3
"2015-08-17",NA,25.5
"2015-08-18",NA,23.4
"2015-08-19",NA,23.6
"2015-08-20",NA,20.2
"2015-08-21",NA,17.2
"2015-08-22",NA,18.2
"2015-08-23",NA,18.7
"2015-08-24",NA,18.3
"2015-08-25",NA,16.2
"2015-08-26",NA,15.8
"2015-08-27",NA,15.2
"2015-08-28",NA,15.6
"2015-08-29",NA,18.7
"2015-08-30",NA,21.8
"2015-08-31",NA,21.9
"2015-09-01",NA,21.4
"2015-09-02",NA,24.1
"2015-09-03",NA,24
"2015-09-04",NA,21.5
"2015-09-05",NA,22.4
"2015-09-06",NA,23.7
"2015-09-07",NA,26
"2015-09-08",NA,24.8
"2015-09-09",NA,19.3
"2015-09-10",NA,17.4
"2015-09-11",NA,16.8
"2015-09-12",NA,14.2
"2015-09-13",NA,12.1
"2015-09-14",NA,14.5
"2015-09-15",NA,18.8
"2015-09-16",NA,19.5
"2015-09-17",NA,19
"2015-09-18",NA,19.4
"2015-09-19",NA,17.3
"2015-09-20",NA,13.2
"2015-09-21",NA,14.4
"2015-09-22",NA,16
"2015-09-23",NA,16.5
"2015-09-24",NA,18.4
"2015-09-25",NA,19.5
"2015-09-26",NA,17.7
"2015-09-27",NA,17.1
"2015-09-28",NA,20.4
"2015-09-29",NA,17.4
"2015-09-30",NA,12.8
"2015-10-01",NA,10.1
"2015-10-02",NA,9.2
"2015-10-03",NA,8.2
"2015-10-04",NA,12.6
"2015-10-05",NA,14.9
"2015-10-06",NA,NA
"2015-10-07",NA,13.5
"2015-10-08",NA,11.1
"2015-10-09",NA,10
"2015-10-10",NA,9.6
"2015-10-11",NA,15.9
"2015-10-12",NA,16.9
"2015-10-13",NA,13.4
"2015-10-14",NA,7.2
"2015-10-15",NA,10.8
"2015-10-16",NA,7.4
"2015-10-17",NA,2.5
"2015-10-18",NA,1.5
"2015-10-19",NA,6
"2015-10-20",NA,15.3
"2015-10-21",NA,14.6
"2015-10-22",NA,10.3
"2015-10-23",NA,5.9
"2015-10-24",NA,12.3
"2015-10-25",NA,7
"2015-10-26",NA,7.3
"2015-10-27",NA,8.1
"2015-10-28",NA,11.9
"2015-10-29",NA,7.8
"2015-10-30",NA,4.5
"2015-10-31",NA,4.8
"2015-11-01",NA,10.1
"2015-11-02",NA,8.2
"2015-11-03",NA,14.3
"2015-11-04",NA,14.2
"2015-11-05",NA,15.6
"2015-11-06",NA,12.6
"2015-11-07",NA,6.8
"2015-11-08",NA,4.6
"2015-11-09",NA,4.5
"2015-11-10",NA,5.9
"2015-11-11",NA,8.8
"2015-11-12",NA,9.6
"2015-11-13",NA,4.6
"2015-11-14",NA,3.5
"2015-11-15",NA,9.1
"2015-11-16",NA,9.7
"2015-11-17",NA,7.8
"2015-11-18",NA,13.7
"2015-11-19",NA,8.5
"2015-11-20",NA,NA
"2015-11-21",NA,1.1
"2015-11-22",NA,-2.9
"2015-11-23",NA,-3.2
"2015-11-24",NA,0.3
"2015-11-25",NA,3.4
"2015-11-26",NA,10.6
"2015-11-27",NA,7.4
"2015-11-28",NA,0.8
"2015-11-29",NA,-2.8
"2015-11-30",NA,0.3
"2015-12-01",NA,5.1
"2015-12-02",NA,3
"2015-12-03",NA,2.7
"2015-12-04",NA,1.2
"2015-12-05",NA,1.9
"2015-12-06",NA,3.1
"2015-12-07",NA,-0.8
"2015-12-08",NA,3.4
"2015-12-09",NA,6.6
"2015-12-10",NA,NA
"2015-12-11",NA,7.1
"2015-12-12",NA,5.4
"2015-12-13",NA,7.8
"2015-12-14",NA,10.4
"2015-12-15",NA,4.4
"2015-12-16",NA,5.5
"2015-12-17",NA,4.5
"2015-12-18",5.35,-1.4
"2015-12-19",3.98,-4.1
"2015-12-20",3.41,-0.7
"2015-12-21",4.84,6.7
"2015-12-22",5.71,7.6
"2015-12-23",5.65,NA
"2015-12-24",6.84,9.5
"2015-12-25",7.17,3.4
"2015-12-26",6.46,1.2
"2015-12-27",6.71,2.4
"2015-12-28",5.26,-2.6
"2015-12-29",4.33,2.3
"2015-12-30",4.27,0.7
"2015-12-31",3.79,-0.8
"2016-01-01",3.27,-2.8
"2016-01-02",2.99,-2.2
"2016-01-03",2.75,-4.1
"2016-01-04",1.97,-12
"2016-01-05",1.17,-10.5
"2016-01-06",1.68,-4.4
"2016-01-07",2.1,-2.2
"2016-01-08",2.43,0.2
"2016-01-09",3.4,5.7
"2016-01-10",3,-1.7
"2016-01-11",1.51,-9.9
"2016-01-12",1.16,-7
"2016-01-13",0.82,-10.2
"2016-01-14",1.11,-6
"2016-01-15",1.75,0.9
"2016-01-16",2.19,NA
"2016-01-17",1.42,NA
"2016-01-18",0.8,-10.2
"2016-01-19",0.89,-9.6
"2016-01-20",1.13,-9.8
"2016-01-21",1.17,-6.9
"2016-01-22",1.29,-7.3
"2016-01-23",1.13,-9.3
"2016-01-24",1.33,-5.8
"2016-01-25",1.79,1.2
"2016-01-26",2.09,2.2
"2016-01-27",1.75,-2
"2016-01-28",1.44,-1.4
"2016-01-29",1.33,-7.2
"2016-01-30",1.62,-1.5
"2016-01-31",2.49,5.9
"2016-02-01",2.75,1.8
"2016-02-02",2.11,-0.5
"2016-02-03",2.99,8.2
"2016-02-04",3.72,0.1
"2016-02-05",3.56,-2.6
"2016-02-06",3.5,0.5
"2016-02-07",3.6,2
"2016-02-08",4.19,3
"2016-02-09",4.02,-1.9
"2016-02-10",2.78,-8
"2016-02-11",1.27,-14.2
"2016-02-12",1.13,-11
"2016-02-13",0.83,-17.1
"2016-02-14",1.02,-17.7
"2016-02-15",1.15,-8.5
"2016-02-16",1.75,-2.8
"2016-02-17",1.65,-6.8
"2016-02-18",1.38,-10.4
"2016-02-19",2.04,1.7
"2016-02-20",2.65,6.1
"2016-02-21",2.13,1.3
"2016-02-22",2.49,-1.5
"2016-02-23",3.2,-0.7
"2016-02-24",3.33,-0.3
"2016-02-25",3.15,-2.3
"2016-02-26",2.44,-6.1
"2016-02-27",2.42,0.8
"2016-02-28",3.09,7.8
"2016-02-29",4.34,2
"2016-03-01",3.04,-6.2
"2016-03-02",2.55,-7.2
"2016-03-03",2.28,NA
"2016-03-04",2.77,-5
"2016-03-05",3.03,-5.6
"2016-03-06",3.05,-4.8
"2016-03-07",4.31,7.5
"2016-03-08",5.49,11.7
"2016-03-09",5.57,13.5
"2016-03-10",6.83,8.4
"2016-03-11",7.53,3
"2016-03-12",7.43,5.1
"2016-03-13",7.53,6.3
"2016-03-14",7.83,8.2
"2016-03-15",8.11,7.8
"2016-03-16",8.26,9.8
"2016-03-17",7.9,6.3
"2016-03-18",7.34,1.3
"2016-03-19",6.83,-1.4
"2016-03-20",6.81,0.2
"2016-03-21",6.52,-0.3
"2016-03-22",6.45,4.2
"2016-03-23",6.88,3.8
"2016-03-24",5.7,3.9
"2016-03-25",4.66,-0.9
"2016-03-26",4.06,1.5
"2016-03-27",5.4,8.5
"2016-03-28",6.61,6.3
"2016-03-29",6.35,2.1
"2016-03-30",6.45,5.7
"2016-03-31",7.83,12
"2016-04-01",8.43,5.9
"2016-04-02",7.7,-0.1
"2016-04-03",5.75,NA
"2016-04-04",4.97,-5.3
"2016-04-05",4.82,-4.7
"2016-04-06",4.93,3
"2016-04-07",5.24,2.4
"2016-04-08",4.56,0.1
"2016-04-09",4.53,-4.8
"2016-04-10",4.06,-3.5
"2016-04-11",4.43,5.9
"2016-04-12",4.73,1.5
"2016-04-13",5.46,1.7
"2016-04-14",7.07,5
"2016-04-15",8.24,10.4
"2016-04-16",9.54,13.4
"2016-04-17",11.31,14.8
"2016-04-18",12.68,15.2
"2016-04-19",13.04,11.1
"2016-04-20",13.23,10.2
"2016-04-21",11.85,11.1
"2016-04-22",11.49,10.1
"2016-04-23",NA,NA
"2016-04-24",12.1,6.9
"2016-04-25",NA,10.5
"2016-04-26",10.85,NA
"2016-04-27",11.38,6.8
"2016-04-28",11.33,6.2
"2016-04-29",10.77,7.4
"2016-04-30",11.43,8.1
"2016-05-01",11.61,8.7
"2016-05-02",11.4,8.3
"2016-05-03",11.64,9.4
"2016-05-04",12.52,10.9
"2016-05-05",13.37,12.3
"2016-05-06",14.48,15
"2016-05-07",14.6,12.1
"2016-05-08",13.42,8.7
"2016-05-09",13.84,8.5
"2016-05-10",13.41,11
"2016-05-11",13.48,15.8
"2016-05-12",15.47,17.2
"2016-05-13",16.75,15.3
"2016-05-14",15.36,6.6
"2016-05-15",12.67,4.7
"2016-05-16",12.83,9.9
"2016-05-17",14.99,12.4
"2016-05-18",15.38,11.2
"2016-05-19",15.85,12.1
"2016-05-20",16.81,13.9
"2016-05-21",16.92,15.2
"2016-05-22",16.87,15.9
"2016-05-23",17.96,15.9
"2016-05-24",19.23,17.9
"2016-05-25",20.4,20.8
"2016-05-26",21.63,22.1
"2016-05-27",22.82,23.4
"2016-05-28",23.35,23.4
"2016-05-29",23.38,22.1
"2016-05-30",23.28,20.7
"2016-05-31",23.35,19.6
"2016-06-01",22.62,20.5
"2016-06-02",23.11,21.2
"2016-06-03",23.35,19.7
"2016-06-04",23.03,20.1
"2016-06-05",22.09,19.6
"2016-06-06",21.21,18.9
"2016-06-07",19.96,12.6
"2016-06-08",17.9,10.4
"2016-06-09",18.09,11.4
"2016-06-10",19.95,15.4
"2016-06-11",22.31,24.3
"2016-06-12",22.23,14.8
"2016-06-13",20.68,14.3
"2016-06-14",20.51,15.6
"2016-06-15",20.2,16.7
"2016-06-16",19.76,19.1
"2016-06-17",21.08,20.8
"2016-06-18",23.08,22.1
"2016-06-19",24.31,22.2
"2016-06-20",24.91,23.8
"2016-06-21",24.26,17.4
"2016-06-22",23.82,19.2
"2016-06-23",23.42,18.5
"2016-06-24",23.35,18.4
"2016-06-25",24.23,NA
"2016-06-26",24.79,22.5
"2016-06-27",25.77,24.5
"2016-06-28",23.54,15.7
"2016-06-29",22.35,16.7
"2016-06-30",22.89,17
"2016-07-01",22.43,17.2
"2016-07-02",22.33,17.2
"2016-07-03",23.12,18.7
"2016-07-04",23.61,18.7
"2016-07-05",24.75,23.8
"2016-07-06",25.45,22.9
"2016-07-07",26.33,25.6
"2016-07-08",26.47,23.7
"2016-07-09",23.84,19.6
"2016-07-10",24.17,21.4
"2016-07-11",24.46,21.5
"2016-07-12",25.4,23.7
"2016-07-13",26.99,26
"2016-07-14",25.96,23.9
"2016-07-15",24.85,19.3
"2016-07-16",23.71,17.9
"2016-07-17",23.62,17.9
"2016-07-18",24.83,NA
"2016-07-19",24.85,18.5
"2016-07-20",24.61,18.8
"2016-07-21",25.35,22.3
"2016-07-22",26.49,26.7
"2016-07-23",27.41,24.6
"2016-07-24",25.91,21.1
"2016-07-25",26.09,24.6
"2016-07-26",26.39,22.6
"2016-07-27",26.93,24.6
"2016-07-28",26.33,23.5
"2016-07-29",25.56,22.4
"2016-07-30",25.13,21.3
"2016-07-31",24.35,22.6
"2016-08-01",23.89,22.2
"2016-08-02",25.25,22.9
"2016-08-03",25.9,23.3
"2016-08-04",26.79,23.4
"2016-08-05",27.64,25.6
"2016-08-06",26.88,22
"2016-08-07",25.89,20.4
"2016-08-08",25.27,19.6
"2016-08-09",25.79,22.2
"2016-08-10",26.8,25.4
"2016-08-11",26.7,24.3
"2016-08-12",26.95,26.8
"2016-08-13",25.7,24.6
"2016-08-14",25.07,22.5
"2016-08-15",24.74,22.2
"2016-08-16",24.43,21.4
"2016-08-17",24.07,NA
"2016-08-18",24.8,22.2
"2016-08-19",25.25,21.7
"2016-08-20",26.16,23.6
"2016-08-21",25.42,19.8
"2016-08-22",23.99,17.7
"2016-08-23",24.03,18.9
"2016-08-24",24.37,20.5
"2016-08-25",24.64,24
"2016-08-26",24.09,22.6
"2016-08-27",23.77,22.2
"2016-08-28",24.32,23
"2016-08-29",24.61,21.4
"2016-08-30",24.54,21.2
"2016-08-31",24.29,20
"2016-09-01",23.17,17.9
"2016-09-02",22.48,17.2
"2016-09-03",22.43,17
"2016-09-04",22.61,NA
"2016-09-05",22.92,19.9
"2016-09-06",24.26,23.9
"2016-09-07",25.73,27.2
"2016-09-08",25.92,25
"2016-09-09",25.7,23.4
"2016-09-10",24.58,21.3
"2016-09-11",22.8,14.9
"2016-09-12",21.91,15.4
"2016-09-13",22.03,18
"2016-09-14",22.36,16.4
"2016-09-15",21.46,15.7
"2016-09-16",21.06,16.8
"2016-09-17",21.23,20.2
"2016-09-18",21.69,20.3
"2016-09-19",22.27,20.4
"2016-09-20",22.59,18.8
"2016-09-21",21.87,17.8
"2016-09-22",22.15,21
"2016-09-23",22.11,16.9
"2016-09-24",20.42,13.7
"2016-09-25",19.23,13.4
"2016-09-26",18.18,14.1
"2016-09-27",17.4,14.7
"2016-09-28",17.72,16.4
"2016-09-29",17.5,15.6
"2016-09-30",17.01,15.3
"2016-10-01",16.47,14.2
"2016-10-02",16.78,15.5
"2016-10-03",17.17,14.7
"2016-10-04",17.4,16.2
"2016-10-05",18.04,NA
"2016-10-06",19,NA
"2016-10-07",19.32,18.4
"2016-10-08",18.39,11.1
"2016-10-09",16.06,8.4
"2016-10-10",14.3,7.4
"2016-10-11",13.95,10.3
"2016-10-12",14.81,14.6
"2016-10-13",15.22,8.4
"2016-10-14",14.1,8.1
"2016-10-15",14.22,12.2
"2016-10-16",15.87,18.9
"2016-10-17",17.58,20.2
"2016-10-18",18.29,17.2
"2016-10-19",17.74,14.9
"2016-10-20",16.73,12.2
"2016-10-21",14.8,7
"2016-10-22",12.86,6.2
"2016-10-23",12.76,9.2
"2016-10-24",13.09,7.4
"2016-10-25",12.09,3.3
"2016-10-26",10.34,0.7
"2016-10-27",9.3,2
"2016-10-28",9.21,4.8
"2016-10-29",11.16,14.4
"2016-10-30",12.01,4.5
"2016-10-31",10.82,4.1
"2016-11-01",11.1,11.4
"2016-11-02",12.97,16.5
"2016-11-03",13.93,10.1
"2016-11-04",12.45,7.1
"2016-11-05",11.11,10.1
"2016-11-06",10.96,8.3
"2016-11-07",10.57,9.3
"2016-11-08",10.61,9.1
"2016-11-09",10.58,4.5
"2016-11-10",9.81,7
"2016-11-11",9.66,4.3
"2016-11-12",8.91,2.8
"2016-11-13",8.08,5.5
"2016-11-14",8.02,7.1
"2016-11-15",8.56,6.6
"2016-11-16",9.41,5.3
"2016-11-17",9.25,5.5
"2016-11-18",9.99,13
"2016-11-19",10.21,7.8
"2016-11-20",7.02,-0.5
"2016-11-21",5.71,-0.2
"2016-11-22",5.56,-1.2
"2016-11-23",5.49,-1.7
"2016-11-24",6.04,3.1
"2016-11-25",7.08,3.5
"2016-11-26",7.27,2.8
"2016-11-27",6.93,4.1
"2016-11-28",6.62,5
"2016-11-29",7.84,9.3
"2016-11-30",8.49,8.6
"2016-12-01",7.81,3.2
"2016-12-02",6.83,2.7
"2016-12-03",6.59,2.6
"2016-12-04",6.33,1.5
"2016-12-05",5.92,1.5
"2016-12-06",5.27,0.1
"2016-12-07",5.11,0.6
"2016-12-08",4.06,-2.3
"2016-12-09",3.27,-3.3
"2016-12-10",2.72,-4.8
"2016-12-11",2.27,-3.3
"2016-12-12",2.33,-1
"2016-12-13",2.36,-7
"2016-12-14",1.34,-10.3
"2016-12-15",1.01,-12.8
"2016-12-16",1.3,-11.3
"2016-12-17",1.64,-4.1
"2016-12-18",1.58,-9.7
"2016-12-19",1.24,-13
"2016-12-20",1.43,-6.1
"2016-12-21",1.7,-4
"2016-12-22",2,0.2
"2016-12-23",2,-1.6
"2016-12-24",2.79,1.7
"2016-12-25",2.76,-0.9
"2016-12-26",2.63,3.5
"2016-12-27",2.04,0.9
"2016-12-28",1.73,-1.1
"2016-12-29",1.88,-0.2
"2016-12-30",1.8,-3.2
"2016-12-31",2,0
"2017-01-01",2.05,-1.3
"2017-01-02",2.21,-0.8
"2017-01-03",3.25,2.5
"2017-01-04",2.62,-3.8
"2017-01-05",1.53,-10.6
"2017-01-06",0.91,-13.4
"2017-01-07",0.85,-12.6
"2017-01-08",0.84,-10.9
"2017-01-09",1.11,-7.1
"2017-01-10",1.38,1.6
"2017-01-11",1.41,4.4
"2017-01-12",1.67,4
"2017-01-13",1.19,-5.1
"2017-01-14",1.15,-4.7
"2017-01-15",1.2,-4.3
"2017-01-16",1.43,-3.2
"2017-01-17",2.35,2.1
"2017-01-18",2.5,2
"2017-01-19",2.64,0.5
"2017-01-20",3.11,1.5
"2017-01-21",3.86,6.4
"2017-01-22",4.16,4
"2017-01-23",4.45,2.5
"2017-01-24",4.28,1.4
"2017-01-25",4.23,3.8
"2017-01-26",4.41,2.1
"2017-01-27",3.84,-1.5
"2017-01-28",3.19,-3
"2017-01-29",2.67,-5.8
"2017-01-30",2.18,-8.3
"2017-01-31",2.06,-4.7
"2017-02-01",2.49,-1.3
"2017-02-02",2.44,-7
"2017-02-03",1.39,-9.2
"2017-02-04",1.36,-7.5
"2017-02-05",1.75,-3.2
"2017-02-06",2.04,-3.7
"2017-02-07",2.74,4.8
"2017-02-08",2.6,-1.7
"2017-02-09",1.59,-7
"2017-02-10",1.2,-5.4
"2017-02-11",1.93,-0.2
"2017-02-12",2.57,-0.5
"2017-02-13",2.22,-3
"2017-02-14",2.47,0.3
"2017-02-15",2.75,-1.7
"2017-02-16",2.04,-8.6
"2017-02-17",2.08,-5
"2017-02-18",3.48,6.6
"2017-02-19",4.27,5
"2017-02-20",3.9,2.8
"2017-02-21",4.2,5.6
"2017-02-22",4.8,9
"2017-02-23",5.99,10.5
"2017-02-24",6.55,10.5
"2017-02-25",6.82,4.6
"2017-02-26",5.76,-0.7
"2017-02-27",5.54,3.9
"2017-02-28",5.51,5.1
"2017-03-01",6.94,3.9
"2017-03-02",5.72,NA
"2017-03-03",4.47,-7
"2017-03-04",3.65,-8.2
"2017-03-05",3.24,-4.8
"2017-03-06",4.24,5.6
"2017-03-07",5.93,8.2
"2017-03-08",5.58,6.2
"2017-03-09",5.19,0.9
"2017-03-10",4.56,-5.4
"2017-03-11",2.93,-8.4
"2017-03-12",2.82,-8.1
"2017-03-13",2.37,-8.4
"2017-03-14",1.93,-9.6
"2017-03-15",2,-6.6
"2017-03-16",2.82,-2.6
"2017-03-17",3.7,-1.7
"2017-03-18",4.28,0.3
"2017-03-19",4.56,2
"2017-03-20",4.99,2.3
"2017-03-21",6.04,4.4
"2017-03-22",5.47,-4.7
"2017-03-23",5.02,-2.8
"2017-03-24",6.49,10.9
"2017-03-25",6.7,4.5
"2017-03-26",6.42,5.1
"2017-03-27",7.08,12
"2017-03-28",7.49,5.2
"2017-03-29",7.83,5.8
"2017-03-30",7.24,2.6
"2017-03-31",5.66,3.1
"2017-04-01",6.26,5.3
"2017-04-02",7.37,8.2
"2017-04-03",8.07,9.3
"2017-04-04",8.53,8.2
"2017-04-05",7.9,5.7
"2017-04-06",7.79,4
"2017-04-07",6.66,2.2
"2017-04-08",6.71,6.3
"2017-04-09",7.86,11.1
"2017-04-10",9.51,17.2
"2017-04-11",11.28,13.1
"2017-04-12",10.74,5.2
"2017-04-13",9.54,5.1
"2017-04-14",10.59,10.8
"2017-04-15",11.75,14.7
"2017-04-16",12.98,15.4
"2017-04-17",13.2,8.7
"2017-04-18",13.27,8.3
"2017-04-19",13.37,14.4
"2017-04-20",11.77,7.3
"2017-04-21",10.11,7.9
"2017-04-22",9.81,8.1
"2017-04-23",10.79,9.4
"2017-04-24",11.99,11.2
"2017-04-25",12.38,12.1
"2017-04-26",13.59,16.1
"2017-04-27",14.82,17.8
"2017-04-28",14.24,10.8
"2017-04-29",13.5,9.2
"2017-04-30",12.51,7.1
"2017-05-01",12.39,12.3
"2017-05-02",12.03,7.1
"2017-05-03",11.43,7.9
"2017-05-04",10.94,7
"2017-05-05",9.84,6.7
"2017-05-06",8.76,6.1
"2017-05-07",8.97,4.5
"2017-05-08",9.73,5.1
"2017-05-09",10.54,6.5
"2017-05-10",11.44,10
"2017-05-11",12.05,10.7
"2017-05-12",12.44,10.6
"2017-05-13",13.18,11.8
"2017-05-14",13.98,9.6
"2017-05-15",14.31,10.8
"2017-05-16",15.02,13.8
"2017-05-17",16.72,23
"2017-05-18",18.88,19.9
"2017-05-19",17.69,11.4
"2017-05-20",16.9,12.9
"2017-05-21",16.2,14.7
"2017-05-22",16.2,14.2
"2017-05-23",16.87,15.8
"2017-05-24",16.57,16.6
"2017-05-25",15.95,12.8
"2017-05-26",15.36,12.8
"2017-05-27",15.7,15
"2017-05-28",16.77,18
"2017-05-29",17.87,19.8
"2017-05-30",18.13,NA
"2017-05-31",17.93,15.6
"2017-06-01",17.91,14.2
"2017-06-02",18.22,14.1
"2017-06-03",19.23,17.9
"2017-06-04",20.16,20.4
"2017-06-05",19.45,15.4
"2017-06-06",17.86,14.1
"2017-06-07",18.39,15.4
"2017-06-08",20.06,15.4
"2017-06-09",20.29,18.4
"2017-06-10",20.98,21
"2017-06-11",22.63,24.9
"2017-06-12",23.91,26.6
"2017-06-13",24.8,24.1
"2017-06-14",24.43,22.3
"2017-06-15",22.9,21.1
"2017-06-16",23.31,23.9
"2017-06-17",23.98,23.3
"2017-06-18",23.67,22.5
"2017-06-19",23.04,19.9
"2017-06-20",22.07,18
"2017-06-21",22.04,17.1
"2017-06-22",22.36,20
"2017-06-23",22.53,20.7
"2017-06-24",22.51,18.8
"2017-06-25",22.16,16.1
"2017-06-26",21.42,15.2
"2017-06-27",20.39,14.9
"2017-06-28",21.15,17.5
"2017-06-29",21.53,21.8
"2017-06-30",22.41,23
"2017-07-01",22.81,21
"2017-07-02",22.85,20.4
"2017-07-03",23.55,19
"2017-07-04",23.83,19.3
"2017-07-05",24.38,20.7
"2017-07-06",24.77,22.1
"2017-07-07",24.53,23.2
"2017-07-08",23.34,18.5
"2017-07-09",23.45,20.4
"2017-07-10",22.72,19.2
"2017-07-11",23.17,22.5
"2017-07-12",24.26,23.5
"2017-07-13",24.22,22.2
"2017-07-14",23.74,21.1
"2017-07-15",23.5,20.8
"2017-07-16",23.36,21
"2017-07-17",22.99,19.6
"2017-07-18",23.39,20.2
"2017-07-19",24.33,23.9
"2017-07-20",24.81,23.3
"2017-07-21",25.36,24.3
"2017-07-22",24.4,21.5
"2017-07-23",23.57,22.5
"2017-07-24",22.97,17.8
"2017-07-25",22.9,20.1
"2017-07-26",23.77,18.4
"2017-07-27",24.09,22.5
"2017-07-28",23.65,18.8
"2017-07-29",23.34,20.1
"2017-07-30",24.14,21.6
"2017-07-31",25.03,22.1
"2017-08-01",25.86,23
"2017-08-02",25.74,22.2
"2017-08-03",24.83,21.2
"2017-08-04",23.07,19.9
"2017-08-05",21.17,16.7
"2017-08-06",21.25,17.2
"2017-08-07",21.95,18.2
"2017-08-08",22.21,17.8
"2017-08-09",23.47,21.2
"2017-08-10",24.16,20.5
"2017-08-11",23.76,20.5
"2017-08-12",23.25,19.6
"2017-08-13",23.53,18.8
"2017-08-14",23.98,20.1
"2017-08-15",24.15,20.7
"2017-08-16",24.13,19.4
"2017-08-17",23.53,19.3
"2017-08-18",22.88,21.2
"2017-08-19",22.96,19.2
"2017-08-20",23.83,21.3
"2017-08-21",24.85,22.2
"2017-08-22",25.15,20.7
"2017-08-23",23.47,15.9
"2017-08-24",22.06,14.9
"2017-08-25",21.47,14.6
"2017-08-26",21.71,14.2
"2017-08-27",22.11,16.5
"2017-08-28",22.38,18.8
"2017-08-29",22.86,19.6
"2017-08-30",22.86,18.6
"2017-08-31",22.5,13.4
"2017-09-01",20.9,10.6
"2017-09-02",20.23,14.4
"2017-09-03",20.44,17.3
"2017-09-04",20.93,19.8
