"date","w.temp","a.temp"
"2010-06-23",22.78,22.9
"2010-06-24",23.2,20.3
"2010-06-25",23.84,19.6
"2010-06-26",23.79,21.9
"2010-06-27",23.05,22.8
"2010-06-28",23.23,22.2
"2010-06-29",22.08,13.7
"2010-06-30",20.78,13.7
"2010-07-01",20.67,14.9
"2010-07-02",21.39,15.5
"2010-07-03",22.59,19.3
"2010-07-04",23.77,22.2
"2010-07-05",25.27,27.7
"2010-07-06",26.16,26.2
"2010-07-07",26.66,27.1
"2010-07-08",26.15,25.9
"2010-07-09",24.62,21.4
"2010-07-10",23.95,21.6
"2010-07-11",24.6,23.1
"2010-07-12",21.93,21
"2010-07-13",21.17,22.2
"2010-07-14",22.8,23.9
"2010-07-15",24.52,23.9
"2010-07-16",24.8,24.9
"2010-07-17",24.51,23.1
"2010-07-18",23.68,20.3
"2010-07-19",23.29,20.9
"2010-07-20",23.13,21.4
"2010-07-21",24.07,23.3
"2010-07-22",24.39,21.4
"2010-07-23",23.92,24.4
"2010-07-24",24.07,24.2
"2010-07-25",23.89,20.3
"2010-07-26",23.75,20.3
"2010-07-27",24.2,21.1
"2010-07-28",24.1,22.8
"2010-07-29",22.32,19.4
"2010-07-30",21.01,19
"2010-07-31",20.79,19.4
"2010-08-01",21.64,22.4
"2010-08-02",22.88,23
"2010-08-03",23.56,24.5
"2010-08-04",24.28,25.5
"2010-08-05",24.64,23.7
"2010-08-06",23.09,17.9
"2010-08-07",21.93,16.3
"2010-08-08",22.15,24.1
"2010-08-09",22.45,24.2
"2010-08-10",23.7,24.3
"2010-08-11",24.61,22.7
"2010-08-12",25.06,24.4
"2010-08-13",24.76,23.3
"2010-08-14",24.7,23.1
"2010-08-15",25.24,25.9
"2010-08-16",24.34,22.1
"2010-08-17",23.01,20.9
"2010-08-18",22.47,20.4
"2010-08-19",22.75,21.2
"2010-08-20",22.72,20
"2010-08-21",22.04,21.1
"2010-08-22",21.5,21.8
"2010-08-23",21.85,20.9
"2010-08-24",21.64,19.6
"2010-08-25",21.43,19.2
"2010-08-26",21.13,15.5
"2010-08-27",20.75,16.3
"2010-08-28",21.46,18.9
"2010-08-29",22.4,21.1
"2010-08-30",23.83,24.6
"2010-08-31",24.62,24.8
"2010-09-01",24.82,25.1
"2010-09-02",24.73,24.5
"2010-09-03",23.01,19.8
"2010-09-04",19,13.3
"2010-09-05",17.52,14.7
"2010-09-06",17.75,17.2
"2010-09-07",19.31,22.8
"2010-09-08",18.27,15
"2010-09-09",17.31,14.3
"2010-09-10",17.3,14.6
"2010-09-11",17.74,14.4
"2010-09-12",17.94,16.8
"2010-09-13",18.32,16.8
"2010-09-14",18.37,13.9
"2010-09-15",18.13,12.7
"2010-09-16",17.25,14.9
"2010-09-17",16.71,12.8
"2010-09-18",16.7,15.1
"2010-09-19",17.24,13.6
"2010-09-20",17.25,12.3
"2010-09-21",18.18,18.1
"2010-09-22",19.06,16.3
"2010-09-23",18.7,16.7
"2010-09-24",19.77,21.8
"2010-09-25",17.68,11.9
"2010-09-26",16.4,11
"2010-09-27",15.91,12.9
"2010-09-28",15.73,13.1
"2010-09-29",15.87,14.8
"2010-09-30",16.29,15
"2010-10-01",15.58,10.9
"2010-10-02",14.29,6.8
"2010-10-03",13.1,7.8
"2010-10-04",13.2,8.8
"2010-10-05",13.35,10.4
"2010-10-06",13.31,13
"2010-10-07",13.55,11.8
"2010-10-08",13.92,14.3
"2010-10-09",14.54,13.3
"2010-10-10",14.59,14
"2010-10-11",15.13,14.3
"2010-10-12",14.56,8.6
"2010-10-13",13.63,9.1
"2010-10-14",13.6,10
"2010-10-15",12.53,9.5
"2010-10-16",12.22,9.2
"2010-10-17",12.53,9.7
"2010-10-18",12.18,7.8
"2010-10-19",11.94,9
"2010-10-20",11.66,9.8
"2010-10-21",11.45,5.9
"2010-10-22",10.71,6.5
"2010-10-23",10.59,10.8
"2010-10-24",12.02,15.3
"2010-10-25",13.07,16.9
"2010-10-26",13.57,16.4
"2010-10-27",13.21,14.4
"2010-10-28",11.63,9.3
"2010-10-29",10.46,5
"2010-10-30",10.01,8.3
"2010-10-31",9.9,1.6
"2010-11-01",8.79,1.2
"2010-11-02",8.21,1.9
"2010-11-03",7.97,2.7
"2010-11-04",8.54,4.5
"2010-11-05",8.43,1.9
"2010-11-06",8.05,2.1
"2010-11-07",8.01,3.8
"2010-11-08",7.83,5
"2010-11-09",7.82,5.9
"2010-11-10",7.82,5.4
"2010-11-11",7.85,6.8
"2010-11-12",7.98,7.6
"2010-11-13",7.99,8.1
"2010-11-14",8.46,5.4
"2010-11-15",7.63,4.8
"2010-11-16",7.65,4.8
"2010-11-17",8.47,6
"2010-11-18",7.81,3.6
"2010-11-19",7.23,1.7
"2010-11-20",7.07,2.1
"2010-11-21",6.54,6.2
"2010-11-22",8.43,13.7
"2010-11-23",9.77,7.4
"2010-11-24",7.38,1.4
"2010-11-25",6.38,4.8
"2010-11-26",5.7,-1.9
"2010-11-27",4.39,-0.8
"2010-11-28",4.42,0.5
"2010-11-29",4.34,2.3
"2010-11-30",5.68,7.5
"2010-12-01",5.79,0.3
"2010-12-02",4.38,-2.2
"2010-12-03",4.32,-2.5
"2010-12-04",4.24,-3.1
"2010-12-05",3.51,-3
"2010-12-06",2.18,-4.1
"2010-12-07",1.66,-5.5
"2010-12-08",1.65,-8.2
"2010-12-09",1.53,-7.5
"2010-12-10",2.02,-1.3
"2010-12-11",2.76,-1.4
"2010-12-12",2.73,-3.3
"2010-12-13",1.48,-10.4
"2010-12-14",0.98,-9.9
"2010-12-15",1.19,-7.2
"2010-12-16",1.34,-8.5
"2010-12-17",1.64,-5.3
"2010-12-18",1.39,-8.1
"2010-12-19",1.54,-6.6
"2010-12-20",1.88,-5.9
"2010-12-21",1.8,-6.9
"2010-12-22",2.04,-4.1
"2010-12-23",2.16,-2.9
"2010-12-24",2.07,-7.1
"2010-12-25",1.67,-8.2
"2010-12-26",1.39,-7.8
"2010-12-27",1.27,-7.1
"2010-12-28",1.39,-5.8
"2010-12-29",1.77,-4.6
"2010-12-30",1.93,-1.8
"2010-12-31",2.81,4.5
"2011-01-01",2.14,2.6
"2011-01-02",1.52,-5.1
"2011-01-03",1.6,-3.6
"2011-01-04",1.94,-2.1
"2011-01-05",1.92,-7.1
"2011-01-06",1.71,-6.3
"2011-01-07",1.57,-8.4
"2011-01-08",1.49,-10.9
"2011-01-09",1.17,-10.5
"2011-01-10",1.26,-11.6
"2011-01-11",1.43,-6.7
"2011-01-12",1.27,-8.2
"2011-01-13",1.42,-7.8
"2011-01-14",1.52,-8.1
"2011-01-15",1.38,-4.9
"2011-01-16",1.29,-10.7
"2011-01-17",1.22,-10.9
"2011-01-18",1.8,-1.1
"2011-01-19",1.87,-6.4
"2011-01-20",1.38,-9.5
"2011-01-21",1.14,-10.1
"2011-01-22",1.11,-12.6
"2011-01-23",1,-17.8
"2011-01-24",1.04,-12.4
"2011-01-25",1.49,-2.7
"2011-01-26",1.62,-3.1
"2011-01-27",1.77,-4.2
"2011-01-28",1.79,-4.6
"2011-01-29",1.79,-7.5
"2011-01-30",1.66,-12
"2011-01-31",1.21,-16.5
"2011-02-01",1.15,-9.3
"2011-02-02",1.02,-11.2
"2011-02-03",1.15,-10.7
"2011-02-04",1.1,-8.7
"2011-02-05",1.16,-8.1
"2011-02-06",1.47,-3.4
"2011-02-07",1.58,-4.9
"2011-02-08",1.22,-12.1
"2011-02-09",1.06,-12
"2011-02-10",1.06,-14.9
"2011-02-11",1.2,-11.3
"2011-02-12",1.43,-6.8
"2011-02-13",1.77,0.9
"2011-02-14",1.9,-1.7
"2011-02-15",1.57,-10.5
"2011-02-16",2.12,-1.9
"2011-02-17",3.09,5.5
"2011-02-18",2.98,4.9
"2011-02-19",1.01,-2.3
"2011-02-20",1.01,-5.2
"2011-02-21",1,-8.1
"2011-02-22",1.11,-11.6
"2011-02-23",1.34,-10.4
"2011-02-24",1.65,-3.5
"2011-02-25",1.42,-6.8
"2011-02-26",1.29,-7
"2011-02-27",1.79,-0.6
"2011-02-28",2.36,-2.1
"2011-03-01",1.67,-3.7
"2011-03-02",1.95,-6
"2011-03-03",1.55,-9.7
"2011-03-04",1.86,-1.2
"2011-03-05",2.57,1.1
"2011-03-06",1.14,-5.9
"2011-03-07",1.25,-8
"2011-03-08",1.77,-2.1
"2011-03-09",2.31,1.6
"2011-03-10",2.56,2.7
"2011-03-11",1.64,-0.4
"2011-03-12",1.83,-0.6
"2011-03-13",2.5,-0.8
"2011-03-14",3.04,-2.6
"2011-03-15",3.56,0.3
"2011-03-16",4.41,5.6
"2011-03-17",4.49,8.5
"2011-03-18",5.23,7.9
"2011-03-19",4.84,-1.3
"2011-03-20",4.22,1.2
"2011-03-21",4.72,5
"2011-03-22",4.91,2.3
"2011-03-23",4.14,-3
"2011-03-24",3.71,-6.5
"2011-03-25",3.41,-6.8
"2011-03-26",3.47,-7.6
"2011-03-27",3.83,-6
"2011-03-28",3.78,-4.9
"2011-03-29",4.48,-2.4
"2011-03-30",5.3,-0.5
"2011-03-31",5.47,2.2
"2011-04-01",5.92,3.6
"2011-04-02",6.11,3.4
"2011-04-03",5.88,2.2
"2011-04-04",5.99,8.9
"2011-04-05",5.56,2.4
"2011-04-06",4.89,1.2
"2011-04-07",5.83,5.7
"2011-04-08",6.54,5.6
"2011-04-09",6.95,7.1
"2011-04-10",8.42,14.1
"2011-04-11",10.11,13
"2011-04-12",10.28,9.3
"2011-04-13",10.9,9.6
"2011-04-14",11.49,8.3
"2011-04-15",10.53,3.8
"2011-04-16",9.4,6.5
"2011-04-17",8.41,3
"2011-04-18",7.33,0.4
"2011-04-19",7.03,1.8
"2011-04-20",6.84,4.9
"2011-04-21",6.88,3.3
"2011-04-22",7.08,4.8
"2011-04-23",8.37,12.6
"2011-04-24",9.52,10.1
"2011-04-25",9.89,9.6
"2011-04-26",10.09,14.4
"2011-04-27",11.02,17.2
"2011-04-28",11.17,10.9
"2011-04-29",10.41,4.1
"2011-04-30",9.8,7.8
"2011-05-01",10.19,12.1
"2011-05-02",10.56,10.9
"2011-05-03",10.37,6.8
"2011-05-04",10.56,8.2
"2011-05-05",11.54,10.2
"2011-05-06",11.8,10.2
"2011-05-07",12.18,10.9
"2011-05-08",13.37,12.6
"2011-05-09",14.21,11.3
"2011-05-10",14.24,14.6
"2011-05-11",14.28,16.4
"2011-05-12",15.13,18.7
"2011-05-13",16.46,19
"2011-05-14",16.86,17
"2011-05-15",14.95,9.7
"2011-05-16",12.65,7.2
"2011-05-17",11.55,10.5
"2011-05-18",12.25,14.3
"2011-05-19",12.92,14.8
"2011-05-20",13.86,16.3
"2011-05-21",15.32,17.8
"2011-05-22",16.43,19.9
"2011-05-23",16.62,20.1
"2011-05-24",16.84,13.2
"2011-05-25",16.8,14.2
"2011-05-26",15.68,17.2
"2011-05-27",15.19,13.5
"2011-05-28",15.15,15.7
"2011-05-29",15.96,19.7
"2011-05-30",17.13,22.2
"2011-05-31",18.36,23.8
"2011-06-01",19.19,19.2
"2011-06-02",18.35,11.8
"2011-06-03",17.89,14.2
"2011-06-04",18.04,18.5
"2011-06-05",19,18.9
"2011-06-06",19.84,19.3
"2011-06-07",20.56,22.6
"2011-06-08",20.65,26.2
"2011-06-09",21.19,19.3
"2011-06-10",19.85,15.1
"2011-06-11",18.71,17.5
"2011-06-12",17.92,13.4
"2011-06-13",17.5,14.2
"2011-06-14",18.14,16.7
"2011-06-15",19.13,16.4
"2011-06-16",18.89,19.3
"2011-06-17",19.22,19.3
"2011-06-18",20.76,20.8
"2011-06-19",21.13,20.3
"2011-06-20",20.87,21
"2011-06-21",21.76,21.4
"2011-06-22",21.25,20.6
"2011-06-23",20.06,20
"2011-06-24",19.29,17.8
"2011-06-25",19.72,17.5
"2011-06-26",19.99,18.3
"2011-06-27",20.33,18.3
"2011-06-28",20.8,20
"2011-06-29",19.42,16.4
"2011-06-30",19.99,18.3
"2011-07-01",20.91,18.3
"2011-07-02",21.55,23.7
"2011-07-03",22.81,22.4
"2011-07-04",23.22,20.3
"2011-07-05",22.51,20.1
"2011-07-06",22.91,23.1
"2011-07-07",22.57,20.3
"2011-07-08",22.6,20.8
"2011-07-09",23.53,22.1
"2011-07-10",24.15,25.6
"2011-07-11",23.89,24.8
"2011-07-12",24.06,24.5
"2011-07-13",23.74,19.8
"2011-07-14",22.94,19.8
"2011-07-15",23.39,21.7
"2011-07-16",24.13,22.8
"2011-07-17",25.21,25
"2011-07-18",25.67,27.1
"2011-07-19",26.41,26.7
"2011-07-20",26.59,25.4
"2011-07-21",27.51,30.7
"2011-07-22",27.4,26.1
"2011-07-23",26.4,25.4
"2011-07-24",25.12,25.1
"2011-07-25",24.7,22
"2011-07-26",24.59,20.4
"2011-07-27",23.71,19.6
"2011-07-28",22.93,23.2
"2011-07-29",23.47,23.7
"2011-07-30",24.15,22.7
"2011-07-31",24.82,25.7
"2011-08-01",25.26,23.3
"2011-08-02",24.32,22
"2011-08-03",23.59,22.8
"2011-08-04",23.88,22.2
"2011-08-05",24.3,22.8
"2011-08-06",24.67,23.9
"2011-08-07",24.96,24.6
"2011-08-08",24.77,23.3
"2011-08-09",22.91,22
"2011-08-10",22.19,19.4
"2011-08-11",21.77,18.3
"2011-08-12",22.6,20.7
"2011-08-13",22.92,20.8
"2011-08-14",22.17,20
"2011-08-15",21.64,20.7
"2011-08-16",22.33,21
"2011-08-17",22.75,19.2
"2011-08-18",22.99,21.1
"2011-08-19",23.33,21.2
"2011-08-20",23.2,21.2
"2011-08-21",21.9,19.3
"2011-08-22",21.03,16.9
"2011-08-23",21.15,18.4
"2011-08-24",22.1,21.8
"2011-08-25",20.87,19.6
"2011-08-26",20.97,18.5
"2011-08-27",21.67,19.8
"2011-08-28",21.71,17.7
"2011-08-29",21.23,17.9
"2011-08-30",21.39,19
"2011-08-31",21.4,20
"2011-09-01",21.83,23.2
"2011-09-02",23.31,23.9
"2011-09-03",24.73,25.9
"2011-09-04",23.56,20.6
"2011-09-05",20.96,14.2
"2011-09-06",18.86,14
"2011-09-07",17.86,15
"2011-09-08",17.77,17.5
"2011-09-09",19.08,19.7
"2011-09-10",20.74,19.3
"2011-09-11",21.01,18.9
"2011-09-12",21.4,19.8
"2011-09-13",21.16,18
"2011-09-14",19.85,14.3
"2011-09-15",18.19,10.9
"2011-09-16",17.05,10.4
"2011-09-17",16.63,12.9
"2011-09-18",16.82,13.1
"2011-09-19",16.69,14.2
"2011-09-20",17.26,15.7
"2011-09-21",17.51,16.2
"2011-09-22",17.6,15.6
"2011-09-23",17.01,13.1
"2011-09-24",16.83,14.9
"2011-09-25",17.71,17.9
"2011-09-26",18.36,19.7
"2011-09-27",18.37,16.6
"2011-09-28",17.51,16.1
"2011-09-29",17.02,14.5
"2011-09-30",16.07,11
"2011-10-01",14.48,7.3
"2011-10-02",13.08,5.6
"2011-10-03",12.95,10.8
"2011-10-04",13.66,13.8
"2011-10-05",14.16,14.3
"2011-10-06",14.51,14.1
"2011-10-07",14.74,15.2
"2011-10-08",15.03,16.6
"2011-10-09",15.42,17.6
"2011-10-10",15.56,16.9
"2011-10-11",15.42,16.9
"2011-10-12",15.35,15.2
"2011-10-13",15.46,16.1
"2011-10-14",15.38,11.9
"2011-10-15",13.9,8.8
"2011-10-16",12.79,10.9
"2011-10-17",11.74,10.6
"2011-10-18",11.63,8.8
"2011-10-19",11.51,9.3
"2011-10-20",11.41,8.5
"2011-10-21",10.96,7.7
"2011-10-22",10.83,6.6
"2011-10-23",10.77,8.5
"2011-10-24",11.1,NA
"2011-10-25",10.52,5.4
"2011-10-26",10.57,6.5
"2011-10-27",10.07,1.9
"2011-10-28",9.27,3.4
"2011-10-29",9.04,4
"2011-10-30",8.78,4.7
"2011-10-31",9.06,7.5
"2011-11-01",9.43,6.5
"2011-11-02",9.69,11.4
"2011-11-03",10.01,6
"2011-11-04",9,4.5
"2011-11-05",8.38,4.5
"2011-11-06",8.42,7.9
"2011-11-07",9.54,12.7
"2011-11-08",10.65,14
"2011-11-09",11.19,9.8
"2011-11-10",9.75,4.2
"2011-11-11",7.99,2.7
"2011-11-12",7.85,7.8
"2011-11-13",8.85,13.5
"2011-11-14",10,10.8
"2011-11-15",9.69,8
"2011-11-16",9.58,5.1
"2011-11-17",7.63,0.7
"2011-11-18",6.23,1.9
"2011-11-19",7.02,8.9
"2011-11-20",8.4,7.6
"2011-11-21",7.69,1.3
"2011-11-22",6.49,-0.2
"2011-11-23",6.33,3.6
"2011-11-24",5.93,3.4
"2011-11-25",6.73,8.3
"2011-11-26",7.68,9.6
"2011-11-27",8.94,7.9
"2011-11-28",8.34,3.8
"2011-11-29",7.21,4.5
"2011-11-30",6.4,1.4
"2011-12-01",5.51,1.6
"2011-12-02",5.32,-0.3
"2011-12-03",5.2,1.5
"2011-12-04",5.95,8
"2011-12-05",6.58,4.4
"2011-12-06",6.17,-0.1
"2011-12-07",5.72,-0.7
"2011-12-08",5.21,-0.2
"2011-12-09",4.82,-3.5
"2011-12-10",3.85,-6.7
"2011-12-11",3.19,-2.8
"2011-12-12",3.28,0.5
"2011-12-13",3.68,1.2
"2011-12-14",4.79,5.6
"2011-12-15",6.56,6.7
"2011-12-16",5.18,-0.6
"2011-12-17",4.75,-4.7
"2011-12-18",4.57,-0.8
"2011-12-19",4.68,3.7
"2011-12-20",4.37,-1.5
"2011-12-21",4.57,5.9
"2011-12-22",4.94,2.6
"2011-12-23",4.39,-2.4
"2011-12-24",3.53,-3.1
"2011-12-25",3.73,1.8
"2011-12-26",4.03,2.2
"2011-12-27",3.85,0.3
"2011-12-28",2.84,-8.5
"2011-12-29",2.21,-6.7
"2011-12-30",3.42,2.8
"2011-12-31",3.96,3.4
"2012-01-01",3.58,2.6
"2012-01-02",3.39,-6.8
"2012-01-03",2.16,-13.3
"2012-01-04",1.78,-6.8
"2012-01-05",2.57,-0.1
"2012-01-06",3.32,4.6
"2012-01-07",3.81,2.7
"2012-01-08",3.33,-1.1
"2012-01-09",3.06,-0.3
"2012-01-10",3.51,2
"2012-01-11",3.75,2.5
"2012-01-12",4.46,1.7
"2012-01-13",3.59,-4.3
"2012-01-14",2.49,-13.1
"2012-01-15",1.44,-13.6
"2012-01-16",2.05,-1.5
"2012-01-17",3.24,3.1
"2012-01-18",2.22,-5.5
"2012-01-19",1.57,-7
"2012-01-20",1.06,-11.9
"2012-01-21",1.29,-7.9
"2012-01-22",1.57,-4.6
"2012-01-23",2.84,4.2
"2012-01-24",2.44,-1
"2012-01-25",2.08,-2
"2012-01-26",2.54,-0.9
"2012-01-27",3.03,-0.1
"2012-01-28",2.62,-1.3
"2012-01-29",2.22,-3.6
"2012-01-30",2.01,-5.9
"2012-01-31",2.84,2.4
"2012-02-01",3.95,5.1
"2012-02-02",3.29,0
"2012-02-03",3.56,0.2
"2012-02-04",3.7,0
"2012-02-05",3.76,0.1
"2012-02-06",3.81,2.3
"2012-02-07",4.07,-2.5
"2012-02-08",3.34,-3.9
"2012-02-09",3.01,-0.9
"2012-02-10",2.87,-2.8
"2012-02-11",2.25,-6.8
"2012-02-12",1.54,-6.9
"2012-02-13",1.75,-3.8
"2012-02-14",2.49,-1.1
"2012-02-15",3.31,-0.8
"2012-02-16",3.86,1.3
"2012-02-17",3.97,0.2
"2012-02-18",3.64,-3.2
"2012-02-19",2.99,-6
"2012-02-20",2.54,-5
"2012-02-21",2.91,0.6
"2012-02-22",3.55,2.3
"2012-02-23",4.02,1.7
"2012-02-24",3.88,1.1
"2012-02-25",2.96,-2.9
"2012-02-26",3,-2.2
"2012-02-27",3.62,3.2
"2012-02-28",3.85,-0.7
"2012-02-29",3.89,0.4
"2012-03-01",3.91,2.3
"2012-03-02",4.15,4.6
"2012-03-03",4.19,2.4
"2012-03-04",3.22,-5.5
"2012-03-05",2.59,-7.4
"2012-03-06",2.84,-1.1
"2012-03-07",4.44,9.3
"2012-03-08",5.78,5.2
"2012-03-09",4.44,-1.9
"2012-03-10",4.17,-2.1
"2012-03-11",5.22,9.6
"2012-03-12",6.16,7.3
"2012-03-13",7.74,9.4
"2012-03-14",7.45,7.9
"2012-03-15",8.58,14.9
"2012-03-16",10.35,15.1
"2012-03-17",11.84,15.8
"2012-03-18",12.28,16.2
"2012-03-19",13.53,15.7
"2012-03-20",14.49,17.9
"2012-03-21",15.14,18.6
"2012-03-22",15.74,19.6
"2012-03-23",15.93,16.4
"2012-03-24",13.73,9.9
"2012-03-25",12.86,9.7
"2012-03-26",11.7,0.4
"2012-03-27",10.11,1.4
"2012-03-28",10.95,11.1
"2012-03-29",10.13,1.5
"2012-03-30",8.77,1.5
"2012-03-31",8.51,3.4
"2012-04-01",8.74,4
"2012-04-02",9.39,6.5
"2012-04-03",10.18,6.2
"2012-04-04",10.76,6.6
"2012-04-05",10.93,3.8
"2012-04-06",10.94,5.8
"2012-04-07",11.27,6.1
"2012-04-08",11.36,6.7
"2012-04-09",11.14,6.9
"2012-04-10",10.38,4.4
"2012-04-11",9.57,4.5
"2012-04-12",9.97,5.4
"2012-04-13",11.17,6.7
"2012-04-14",11.81,7.9
"2012-04-15",12.65,16.2
"2012-04-16",14.21,14.9
"2012-04-17",13.58,4.9
"2012-04-18",12.98,6
"2012-04-19",14.16,13.5
"2012-04-20",15.52,12.3
"2012-04-21",13.31,4.5
"2012-04-22",11.45,7.3
"2012-04-23",10.46,6.4
"2012-04-24",9.84,5.3
"2012-04-25",11.03,6.8
"2012-04-26",11.64,8.4
"2012-04-27",11.08,2.8
"2012-04-28",10.93,2.6
"2012-04-29",11.44,5.7
"2012-04-30",11.37,6.3
"2012-05-01",11.38,9.8
"2012-05-02",12.86,15.7
"2012-05-03",15.9,19.1
"2012-05-04",17.89,18.9
"2012-05-05",17.83,13.9
"2012-05-06",17.59,14.6
"2012-05-07",16.32,14.1
"2012-05-08",16.51,14.6
"2012-05-09",16.84,11.8
"2012-05-10",15.92,9.6
"2012-05-11",16.3,12.7
"2012-05-12",17.23,17.9
"2012-05-13",17.73,14.5
"2012-05-14",18.17,13.8
"2012-05-15",18.82,15
"2012-05-16",18.19,10.3
"2012-05-17",17.25,9.9
"2012-05-18",17.91,14.3
"2012-05-19",19.36,18.7
"2012-05-20",20.83,20.7
"2012-05-21",21.79,19.5
"2012-05-22",20.79,15.4
"2012-05-23",21,16.5
"2012-05-24",22.25,20.5
"2012-05-25",22.91,23.9
"2012-05-26",23.04,21.5
"2012-05-27",20.91,18.2
"2012-05-28",21.56,23.8
"2012-05-29",22.22,21.7
"2012-05-30",21.12,15.3
"2012-05-31",19.81,13.1
"2012-06-01",16.98,13.2
"2012-06-02",15.53,14.1
"2012-06-03",16.82,14.9
"2012-06-04",17.36,13.6
"2012-06-05",17.46,14.3
"2012-06-06",18.29,16.3
"2012-06-07",19.61,17.7
"2012-06-08",20.24,18.8
"2012-06-09",21.21,22.2
"2012-06-10",22.53,22.7
"2012-06-11",22.95,22.5
"2012-06-12",22.73,17.6
"2012-06-13",21.33,14.9
"2012-06-14",21.41,17.2
"2012-06-15",22.46,19.9
"2012-06-16",23.28,21.8
"2012-06-17",22.46,21
"2012-06-18",22.55,22
"2012-06-19",24.17,26.8
"2012-06-20",25.8,27.4
"2012-06-21",25.85,25.5
"2012-06-22",24.69,20.3
"2012-06-23",24.1,18.7
"2012-06-24",23.04,20.4
"2012-06-25",22.01,16.2
"2012-06-26",21.54,17.8
"2012-06-27",22.36,20.3
"2012-06-28",23.69,24.1
"2012-06-29",25.17,26.3
"2012-06-30",25.29,25
"2012-07-01",25.51,23.1
"2012-07-02",25.77,22.8
"2012-07-03",24.49,22.9
"2012-07-04",24.11,26.4
"2012-07-05",25.43,26
"2012-07-06",27.04,27.3
"2012-07-07",27.86,25.5
"2012-07-08",26.41,22.1
"2012-07-09",24.89,20.6
"2012-07-10",24.52,21.2
"2012-07-11",24.48,20.5
"2012-07-12",24.75,22
"2012-07-13",25.39,24.3
"2012-07-14",25.54,22.4
"2012-07-15",25.06,24.3
"2012-07-16",25.71,25.5
"2012-07-17",26.87,29.7
"2012-07-18",26.42,25.1
"2012-07-19",23.91,19.8
"2012-07-20",22.96,19.4
"2012-07-21",23.59,19.7
"2012-07-22",24.88,25.3
"2012-07-23",26.17,28
"2012-07-24",25.88,22.3
"2012-07-25",24.49,19.1
"2012-07-26",23.73,23.5
"2012-07-27",23.58,22.3
"2012-07-28",23.17,22.5
"2012-07-29",23.93,20.6
"2012-07-30",24.46,20.9
"2012-07-31",25.07,23.9
"2012-08-01",25.1,22
"2012-08-02",24.53,21.5
"2012-08-03",25.62,26.1
"2012-08-04",26.59,26.4
"2012-08-05",25.51,22.6
"2012-08-06",24.5,19.7
"2012-08-07",24.33,20.6
"2012-08-08",24.75,23.1
"2012-08-09",22.99,18.1
"2012-08-10",21.19,20.7
"2012-08-11",21.07,19.3
"2012-08-12",21.9,20.7
"2012-08-13",22.41,20.8
"2012-08-14",21.62,18.8
"2012-08-15",21.35,18.9
"2012-08-16",22.2,19.9
"2012-08-17",22.51,17.9
"2012-08-18",22.05,16
"2012-08-19",21.61,17.1
"2012-08-20",21.53,16.3
"2012-08-21",21.08,16.1
"2012-08-22",21.58,17.9
"2012-08-23",22.34,20
"2012-08-24",23.09,20.7
"2012-08-25",23.9,23
"2012-08-26",24.06,22.8
"2012-08-27",23.41,21.6
"2012-08-28",22.91,19.9
"2012-08-29",22.05,16.9
"2012-08-30",21.99,18.4
"2012-08-31",22.76,26
"2012-09-01",23.36,22
"2012-09-02",22.64,20.8
"2012-09-03",22.91,23.7
"2012-09-04",22.94,19.3
"2012-09-05",22.69,21.5
"2012-09-06",23.16,21.9
"2012-09-07",22.56,20.5
"2012-09-08",21.17,17.1
"2012-09-09",20.04,14.4
"2012-09-10",19.33,15.1
"2012-09-11",19.25,15.8
"2012-09-12",20.27,19.2
"2012-09-13",21.23,20.8
"2012-09-14",20.05,13.4
"2012-09-15",18.56,13.3
"2012-09-16",18.35,15.5
"2012-09-17",19.18,16.5
"2012-09-18",18.64,13
"2012-09-19",16.57,10.5
"2012-09-20",16.21,14.9
"2012-09-21",16.52,14
"2012-09-22",16.71,11.6
"2012-09-23",15.4,9
"2012-09-24",14.69,8.8
"2012-09-25",15.05,14.6
"2012-09-26",16.39,12.4
"2012-09-27",15.88,10.7
"2012-09-28",15.25,10.5
"2012-09-29",15.08,11.6
"2012-09-30",15.27,11.9
"2012-10-01",15.16,11.4
"2012-10-02",15.87,15.1
"2012-10-03",16.97,18.5
"2012-10-04",17.63,18.2
"2012-10-05",17.32,12.9
"2012-10-06",14.9,7.2
"2012-10-07",13.34,5
"2012-10-08",12.53,6.5
"2012-10-09",12.51,7.9
"2012-10-10",12.42,6.8
"2012-10-11",11.37,6.9
"2012-10-12",11.95,4
"2012-10-13",11.19,7.2
"2012-10-14",13.17,17.9
"2012-10-15",13.33,11.1
"2012-10-16",12.36,8.6
"2012-10-17",12.93,12.6
"2012-10-18",13.37,11.8
"2012-10-19",12.82,10.4
"2012-10-20",12.48,8.5
"2012-10-21",12.16,9.2
"2012-10-22",12.51,10.5
"2012-10-23",13.34,11.3
"2012-10-24",13.5,13.8
"2012-10-25",14.33,16.8
"2012-10-26",13.81,11.3
"2012-10-27",11.55,5.9
"2012-10-28",9.81,4.3
"2012-10-29",9.37,3.3
"2012-10-30",8.75,6.5
"2012-10-31",9.47,6.8
"2012-11-01",9.03,4.5
"2012-11-02",8.58,2.4
"2012-11-03",7.92,1.9
"2012-11-04",7.55,1.9
"2012-11-05",7.25,-0.3
"2012-11-06",6.56,-0.7
"2012-11-07",5.95,1.2
"2012-11-08",5.89,0.8
"2012-11-09",6.1,2.8
"2012-11-10",7.22,8.3
"2012-11-11",8.92,13.9
"2012-11-12",9.87,8.7
